IPA Target,IPA Actual,error_pattern
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,l,substitution
ɾ,l,substitution
ɾ,d,substitution
ɾ,d,substitution
ɾ,ɾ,accurate
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,d,substitution
ɾ,d,substitution
ɾ,d,substitution
ɾ,d,substitution
ɾ,l,substitution
ɾ,d͈,substitution
ɾ,d,substitution
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,l,substitution
ɾ,l,substitution
ɾ,l,substitution
ɾ,d,substitution
ɾ,t̚,substitution
ɾ,d,substitution
ɾ,ð,substitution
ɾ,d͈,substitution
ɾ,d,substitution
ɾ,d,substitution
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,l,substitution
ɾ,l,substitution
ɾ,d͈,substitution
ɾ,d,substitution
ɾ,d͈,substitution
ɾ,d,substitution
ɾ,w,substitution
ɾ,w,substitution
ʝ,ʝ,accurate
ʝ,ʝ,accurate
ʝ,ᵈ̵ʝ,accurate
ʝ,ʝ,accurate
ʧ,ʧ,accurate
ʧ,ʧ,accurate
ʧ,ʧ,accurate
ʧ,ʧ,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,v,substitution
b,ɲ,substitution
b,w,substitution
b,w,substitution
b,j,substitution
b,d,substitution
b,m,substitution
b,n,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,m,substitution
b,w,substitution
b,w,substitution
b,w,substitution
b,ɡ,substitution
b,m,substitution
b,n,substitution
b,ɲ,substitution
b,n,substitution
b,n,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,m,substitution
b,w,substitution
b,w,substitution
b,w,substitution
b,d,substitution
b,m,substitution
b,ɲ,substitution
b,m,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,ɡ,substitution
b,w,substitution
b,w,substitution
b,w,substitution
b,m,substitution
b,d,substitution
b,m,substitution
b,d͈,substitution
b,d,substitution
b,n,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,w,substitution
b,ɡ,substitution
b,m,substitution
b,w,substitution
b,m,substitution
b,l,substitution
b,n,substitution
b,d,substitution
b,n,substitution
b,m,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,m,substitution
d,dʷ,substitution
d,ʝ,substitution
d,n,substitution
d,j,substitution
d,j,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,t,substitution
d,m,substitution
d,d͈,substitution
d,j,substitution
d,j,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,l,substitution
d,l̃,substitution
d,s,substitution
d,j,substitution
d,l,substitution
d,d͈,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,l,substitution
d,n,substitution
d,ɲ,substitution
d,d͈,substitution
d,j,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,l,substitution
d,d͈,substitution
d,d͈,substitution
d,j,substitution
d,n,substitution
d,n,substitution
d,d͈,substitution
d,d͈,substitution
d,j,substitution
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,p,substitution
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,p,substitution
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,p,substitution
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,p,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,v,substitution
j,m,substitution
j,ɲ,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,d,substitution
j,w,substitution
j,ɲ,substitution
j,m,substitution
j,ɲ,substitution
j,j̃,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,b,substitution
j,ɲ,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,n,substitution
j,b,substitution
j,b,substitution
j,ɲ,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,b,substitution
j,ɲ,substitution
j,f,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,nan,deletion
k,nan,deletion
k,nan,deletion
k,d,substitution
k,ʝ,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,nan,deletion
k,nan,deletion
k,ɡ,substitution
k,t,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,nan,deletion
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,nan,deletion
k,ɡ,substitution
k,t,substitution
l,l,accurate
l,l,accurate
l,l,accurate
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,j,substitution
l,n,substitution
l,d,substitution
l,s,substitution
l,n,substitution
l,l͉,accurate
l,d,substitution
l,w,substitution
l,ʝ,substitution
l,ɲ,substitution
l,d,substitution
l,j,substitution
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,d͈,substitution
l,j,substitution
l,n,substitution
l,w,substitution
l,d͈,substitution
l,n,substitution
l,d,substitution
l,j̃,substitution
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,d,substitution
l,n,substitution
l,w,substitution
l,j,substitution
l,n,substitution
l,ɾ,substitution
l,d,substitution
l,d͈,substitution
l,l,accurate
l,l,accurate
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,ɾ,substitution
l,j,substitution
l,w,substitution
l,w,substitution
l,d,substitution
l,d͈,substitution
l,j,substitution
l,n,substitution
l,d,substitution
l,p,substitution
l,n,substitution
l,d,substitution
l,l,accurate
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,d,substitution
l,j,substitution
l,n,substitution
l,w,substitution
l,w,substitution
l,n,substitution
l,n,substitution
l,j,substitution
l,d,substitution
l,d͈,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,j,substitution
l,n,substitution
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,nan,deletion
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,nan,deletion
m,b̃,substitution
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,b,substitution
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,nan,deletion
m,b,substitution
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,m,substitution
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,m,substitution
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,m,substitution
n,d,substitution
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,d,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,nan,deletion
p,pʰ,substitution
p,k,substitution
p,b,substitution
p,b,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,nan,deletion
p,b,substitution
p,k,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,nan,deletion
p,m,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,nan,deletion
p,ɡ,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,nan,deletion
p,nan,deletion
r,nan,deletion
r,nan,deletion
r,l,substitution
r,l,substitution
r,l,substitution
r,s,substitution
r,ʝ,substitution
r,ʝ,substitution
r,l,substitution
r,l,substitution
r,n,substitution
r,nan,deletion
r,d͈,substitution
r,l,substitution
r,j,substitution
r,d͈,substitution
r,n,substitution
r,s,substitution
r,d,substitution
r,nan,deletion
r,n,substitution
r,l,substitution
r,j,substitution
r,ɾ,substitution
r,n,substitution
r,s,substitution
r,d,substitution
r,l,substitution
r,d,substitution
r,d,substitution
r,nan,deletion
r,nan,deletion
r,nan,deletion
r,nan,deletion
r,nan,deletion
r,d,substitution
r,l,substitution
r,j,substitution
r,d,substitution
r,d,substitution
r,j,substitution
r,nan,deletion
r,nan,deletion
r,nan,deletion
r,d͈,substitution
r,l,substitution
r,n,substitution
r,n,substitution
r,s,substitution
r,n,substitution
r,d,substitution
r,d,substitution
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,p,substitution
s,f,substitution
s,ʔ,substitution
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,f,substitution
s,s̾,substitution
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,f,substitution
s,n,substitution
s,ʦ,substitution
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,f,substitution
s,s̃,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,s,accurate
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,nan,deletion
s,t,substitution
s,f,substitution
s,d,substitution
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,nan,deletion
t,nan,deletion
t,k,substitution
t,k,substitution
t,k,substitution
t,d,substitution
t,d,substitution
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,nan,deletion
t,nan,deletion
t,k,substitution
t,k,substitution
t,k,substitution
t,ɡ,substitution
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,nan,deletion
t,nan,deletion
t,k,substitution
t,k,substitution
t,d͈,substitution
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,nan,deletion
t,k,substitution
t,k,substitution
t,k,substitution
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,t,accurate
t,nan,deletion
t,nan,deletion
t,d,substitution
t,d͈,substitution
t,k,substitution
t,k,substitution
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,m,substitution
w,m,substitution
w,b,substitution
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,m,substitution
w,b,substitution
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
